Open.Houses,Photo,MLS,AR,Type,S,Address,City,BR,Baths.FTHQ.,SqFt,LP...SqFt,LP,SP,HOD,Lot.Sz,YB,DOM,X..of.Units,Change.Date,latitude,longitude,unit_count,Units_used,Pred_Unit_Rent,GPR_Monthly,EGI_Monthly,EGI_Annual,Expense_Size_Band,Expense_Size_Multiplier,Est_Expense_per_Unit_Annual,Annual_Expenses_Total,NOI_Monthly,NOI_Annual,Price_Used,Cap_Rate,Cap_Rate_Pct,Vacancy_Assumed,Benchmark_Base_perUnit_Annual,Benchmark_Notes
,31.0,81941401ML,2081,INC,S,1185  S Towne AVE ,Pomona,, (0 0 0 0),7266.0,$109.96,"$799,000","$820,000",,"7,266",,23,,10/24/2023,34.0491774,-117.7411873,,1.0,2319.54,2319.54,2203.5629999999996,26442.755999999994,<50,1.18,10030.0,10030.0,1367.7296666666662,16412.755999999994,820000,0.020015556097560967,2.0015556097560965,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,2.0,AR21081259MR,1543,INC,S,10792   Grand AVE ,ONTARIO,2.0,2.00 (2 0 0 0),1260.0,$341.09,"$429,777","$300,000",$0.00,"6,250",1925.0,40,,07/02/2021,,,,1.0,1991.14,1991.14,1891.583,22698.996,<50,1.18,10030.0,10030.0,1055.7496666666666,12668.996,300000,0.04222998666666666,4.222998666666666,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,5.0,AR21188002MR,1543,INC,S,1020  W F ST ,ONTARIO,,6.00 (0 0 0 0),4868.0,$307.72,"$1,498,000","$1,450,000",$0.00,"10,125",1957.0,47,6.0,11/17/2021,34.0697691,-117.6674237,,6.0,1913.49,11480.94,10906.893,130882.716,<50,1.18,10030.0,60180.0,5891.893,70702.716,1450000,0.048760493793103446,4.876049379310345,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,1.0,AR21196297MR,1795,INC,S,591  E 9th St ,UPLAND,, (0 0 0 0),1040.0,$552.88,"$575,000","$575,000",,"8,418",1926.0,17,2.0,10/18/2021,34.0961696,-117.6474418,,2.0,1859.4,3718.8,3532.86,42394.32,<50,1.18,10030.0,20060.0,1861.1933333333334,22334.32,575000,0.03884229565217391,3.884229565217391,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,16.0,AR21246835MR,469,INC,S,685   Abbey LN ,POMONA,,4.00 (0 0 0 0),3592.0,$300.67,"$1,080,000","$1,080,000",,"7,470",1961.0,76,4.0,03/26/2022,34.0660818,-117.722404,,4.0,2096.98,8387.92,7968.523999999999,95622.288,<50,1.18,10030.0,40120.0,4625.190666666666,55502.288,1080000,0.05139100740740741,5.139100740740741,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,15.0,AR21246841MR,469,INC,S,687   Karesh AVE ,POMONA,,6.00 (0 0 0 0),3838.0,$338.72,"$1,300,000","$1,237,500",,"7,215",1960.0,39,6.0,04/15/2022,34.0655455,-117.7229699,,6.0,1929.81,11578.86,10999.917,131999.004,<50,1.18,10030.0,60180.0,5984.916999999999,71819.00399999999,1237500,0.05803555878787878,5.803555878787877,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,8.0,AR22018651MR,487,INC,S,443  N Cambridge AVE ,CLAREMONT,,2.00 (0 0 0 0),1665.0,$555.56,"$925,000","$940,000",,"8,080",1952.0,9,2.0,04/01/2022,34.0922892,-117.7278481,,2.0,2165.03,4330.06,4113.557,49362.683999999994,<50,1.18,10030.0,20060.0,2441.890333333333,29302.683999999994,940000,0.031173068085106375,3.1173068085106377,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,11.0,AR23009737MR,1543,INC,S,425  W Sunkist ST ,ONTARIO,3.0,2.00 (0 0 0 0),1540.0,$509.74,"$785,000","$780,000",,"5,390",1924.0,17,3.0,04/02/2023,34.0578163,-117.6550852,,3.0,1608.08,4824.24,4583.027999999999,54996.335999999996,<50,1.18,10030.0,30090.0,2075.528,24906.335999999996,780000,0.03193119999999999,3.1931199999999995,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,22.0,AR23067336MR,469,INC,S,2511   Yorkshire WAY #2,POMONA,7.0,6.00 (0 0 0 0),3756.0,$211.66,"$795,000","$830,000",$0.00,"9,121",1964.0,10,3.0,07/03/2023,34.0913048,-117.7380996,,3.0,2187.42,6562.26,6234.147,74809.764,<50,1.18,10030.0,30090.0,3726.6469999999995,44719.763999999996,830000,0.053879233734939753,5.387923373493975,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,12.0,AR23076839MR,1627,INC,S,8641   Calle Del Prado  ,RANCHO CUCAMONGA,9.0,6.00 (0 0 0 0),3746.0,$333.69,"$1,250,000","$1,250,000",$562.00,"9,450",1976.0,17,4.0,06/17/2023,34.1185528,-117.6167187,,4.0,2111.52,8446.08,8023.776,96285.312,<50,1.18,10030.0,40120.0,4680.442666666667,56165.312000000005,1250000,0.0449322496,4.49322496,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,18.0,AR23192325MR,1627,INC,S,9159   7th ST #1-4,RANCHO CUCAMONGA,12.0,12.00 (0 0 0 0),7200.0,$291.67,"$2,100,000","$2,055,500",,"35,106",2016.0,1,4.0,11/17/2023,34.08834,-117.6043415,,4.0,2866.17,11464.68,10891.446,130697.352,<50,1.18,10030.0,40120.0,7548.112666666667,90577.352,2055500,0.04406584869861348,4.406584869861348,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,48.0,AR23202472MR,469,INC,S,185  E 11th ST ,POMONA,7.0,4.00 (0 0 0 0),3051.0,$353.98,"$1,080,000","$1,080,000",$0.00,"15,549",1901.0,24,3.0,12/07/2023,34.0497627,-117.7490194,,3.0,2167.41,6502.23,6177.1185,74125.42199999999,<50,1.18,10030.0,30090.0,3669.618499999999,44035.42199999999,1080000,0.040773538888888884,4.077353888888888,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,8.0,AR23225412MR,469,INC,S,515  E Pasadena ST ,POMONA,3.0,2.00 (0 0 0 0),4242.0,$280.53,"$1,190,000","$1,190,000",,"9,025",1927.0,43,7.0,03/11/2024,34.063981,-117.7411063,,7.0,1659.8,11618.6,11037.67,132452.04,<50,1.18,10030.0,70210.0,5186.836666666667,62242.04000000001,1190000,0.05230423529411765,5.230423529411765,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,29.0,AR24011306MR,1543,INC,S,1369  S Euclid AVE ,ONTARIO,2.0,1.00 (0 0 0 0),1059.0,$660.06,"$699,000","$699,000",,"11,820",1939.0,34,1.0,03/26/2024,34.0485052,-117.6506633,,1.0,2085.15,2085.15,1980.8925,23770.71,<50,1.18,10030.0,10030.0,1145.0591666666667,13740.71,699000,0.01965766809728183,1.965766809728183,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,10.0,AR24032950MR,469,INC,S,2511   Yorkshire WAY #2,POMONA,7.0,6.00 (0 0 0 0),3756.0,$306.18,"$1,150,000","$1,110,000",$0.00,"9,121",1964.0,53,3.0,04/29/2024,34.0913048,-117.7380996,,3.0,2183.65,6550.950000000001,6223.4025,74680.83,<50,1.18,10030.0,30090.0,3715.9025,44590.83,1110000,0.04017191891891892,4.017191891891892,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,27.0,AR24034750MR,469,INC,S,1303 1305 E Kingsley AVE ,POMONA,4.0,2.00 (0 0 0 0),1768.0,$395.93,"$700,000","$730,000",$0.00,"8,387",1953.0,10,2.0,04/08/2024,34.0667696,-117.725337,,2.0,2109.23,4218.46,4007.537,48090.443999999996,<50,1.18,10030.0,20060.0,2335.870333333333,28030.443999999996,730000,0.03839786849315068,3.839786849315068,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,38.0,BB23007339MR,469,INC,S,561  E Pasadena ST ,POMONA,5.0,4.00 (0 0 0 0),2670.0,$317.98,"$849,000","$849,000",,"10,074",1909.0,64,3.0,04/21/2023,34.0640138,-117.7399343,,3.0,1855.68,5567.04,5288.688,63464.256,<50,1.18,10030.0,30090.0,2781.188,33374.256,849000,0.0393100777385159,3.93100777385159,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107192,487,INC,S,140  N MOUNTAIN AVE ,CLAREMONT,8.0,8.00 (8 0 0 0),3959.0,"$3,043.70","$12,050,000","$12,050,000",,"16,176",1969.0,0,4.0,03/06/2023,34.0865513,-117.7279985,,4.0,2148.58,8594.32,8164.603999999999,97975.24799999999,<50,1.18,10030.0,40120.0,4821.270666666666,57855.24799999999,12050000,0.004801265394190871,0.48012653941908706,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107223,487,INC,S,160  N MOUNTAIN AVE ,CLAREMONT,8.0,8.00 (8 0 0 0),3959.0,"$3,043.70","$12,050,000","$12,050,000",,"20,319",1969.0,0,4.0,03/06/2023,34.0783732,-117.7279834,,4.0,2126.46,8505.84,8080.548,96966.576,<50,1.18,10030.0,40120.0,4737.214666666667,56846.576,12050000,0.004717558174273859,0.4717558174273859,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107225,487,INC,S,110  N MOUNTAIN AVE ,CLAREMONT,8.0,8.00 (8 0 0 0),3959.0,"$3,043.70","$12,050,000","$12,050,000",,"24,062",1969.0,0,4.0,03/06/2023,34.0865513,-117.7279985,,4.0,2149.45,8597.8,8167.909999999999,98014.91999999998,<50,1.18,10030.0,40120.0,4824.576666666665,57894.919999999984,12050000,0.004804557676348547,0.48045576763485465,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107260,487,INC,S,139  N CAMBRIDGE AVE ,CLAREMONT,10.0,10.00 (10 0 0 0),4931.0,"$2,443.72","$12,050,000","$12,050,000",,"19,106",1969.0,0,5.0,03/06/2023,34.0945047,-117.7276918,,5.0,2135.8,10679.0,10145.05,121740.59999999999,<50,1.18,10030.0,50150.0,5965.883333333332,71590.59999999999,12050000,0.005941128630705394,0.5941128630705393,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107284,487,INC,S,129  N CAMBRIDGE AVE ,CLAREMONT,10.0,10.00 (10 0 0 0),4931.0,"$2,443.72","$12,050,000","$12,050,000",,"19,185",1969.0,0,5.0,03/06/2023,34.094399,-117.7276892,,5.0,2135.8,10679.0,10145.05,121740.59999999999,<50,1.18,10030.0,50150.0,5965.883333333332,71590.59999999999,12050000,0.005941128630705394,0.5941128630705393,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107290,487,INC,S,150  N MOUNTAIN AVE ,CLAREMONT,8.0,8.00 (8 0 0 0),3959.0,"$3,043.70","$12,050,000","$12,050,000",,"16,225",1969.0,0,4.0,03/06/2023,34.0865513,-117.7279985,,4.0,2148.58,8594.32,8164.603999999999,97975.24799999999,<50,1.18,10030.0,40120.0,4821.270666666666,57855.24799999999,12050000,0.004801265394190871,0.48012653941908706,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107293,487,INC,S,120  N MOUNTAIN AVE ,CLAREMONT,8.0,8.00 (8 0 0 0),3959.0,"$3,043.70","$12,050,000","$12,050,000",,"16,597",1969.0,0,4.0,03/06/2023,34.0865513,-117.7279985,,4.0,2148.58,8594.32,8164.603999999999,97975.24799999999,<50,1.18,10030.0,40120.0,4821.270666666666,57855.24799999999,12050000,0.004801265394190871,0.48012653941908706,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107312,487,INC,S,109  N CAMBRIDGE AVE ,CLAREMONT,10.0,10.00 (10 0 0 0),4931.0,"$2,443.72","$12,050,000","$12,050,000",,"25,586",1969.0,0,5.0,03/06/2023,34.0941876,-117.7276903,,5.0,2134.99,10674.949999999999,10141.202499999998,121694.42999999996,<50,1.18,10030.0,50150.0,5962.035833333331,71544.42999999996,12050000,0.005937297095435681,0.5937297095435681,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107350,487,INC,S,130  N MOUNTAIN AVE ,CLAREMONT,, (0 0 0 0),990.0,"$12,171.72","$12,050,000","$12,050,000",,"21,622",1969.0,0,,03/06/2023,34.0865513,-117.7279985,,1.0,2217.58,2217.58,2106.701,25280.412,<50,1.18,10030.0,10030.0,1270.8676666666668,15250.412,12050000,0.001265594356846473,0.1265594356846473,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107351,487,INC,S,119  N CAMBRIDGE AVE ,CLAREMONT,10.0,10.00 (10 0 0 0),4931.0,"$2,443.72","$12,050,000","$12,050,000",,"19,756",1969.0,0,5.0,03/06/2023,34.0942933,-117.7276875,,5.0,2135.21,10676.05,10142.2475,121706.97,<50,1.18,10030.0,50150.0,5963.080833333333,71556.97,12050000,0.005938337759336099,0.59383377593361,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107441,469,INC,S,556  N EAST END AVE ,POMONA,4.0,2.00 (2 0 0 0),1864.0,$386.27,"$720,000","$720,000",,"7,771",1940.0,0,2.0,03/07/2023,34.0637604,-117.723816,,2.0,2063.25,4126.5,3920.1749999999997,47042.1,<50,1.18,10030.0,20060.0,2248.508333333333,26982.1,720000,0.037475138888888884,3.7475138888888884,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107662,469,INC,S,1657   ALAMEDA ST ,POMONA,16.0,10.00 (10 0 0 0),7546.0,$291.55,"$2,200,000","$2,200,000",,"14,532",1958.0,0,10.0,03/07/2023,34.0775631,-117.7561947,,10.0,1824.66,18246.600000000002,17334.27,208011.24,<50,1.18,10030.0,100300.0,8975.936666666666,107711.23999999999,2200000,0.04895965454545454,4.895965454545454,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23107890,469,INC,S,2452   ANGELA ST ,POMONA,8.0,5.00 (5 0 0 0),3818.0,$282.87,"$1,080,000","$1,080,000",,"7,727",1963.0,0,4.0,03/07/2023,34.0278719,-117.7463302,,4.0,2105.53,8422.12,8001.014,96012.168,<50,1.18,10030.0,40120.0,4657.680666666667,55892.168000000005,1080000,0.05175200740740741,5.175200740740741,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23108841,469,INC,S,935   PAINTER CT ,POMONA,12.0,6.00 (6 0 0 0),5324.0,"$4,742.67","$25,250,000","$25,250,000",,"13,053",1964.0,0,6.0,03/07/2023,34.0463759,-117.7382263,,6.0,2047.23,12283.380000000001,11669.211000000001,140030.532,<50,1.18,10030.0,60180.0,6654.211,79850.532,25250000,0.0031623973069306935,0.3162397306930693,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23109107,469,INC,S,500   SAN FRANCISCO AVE ,POMONA,20.0,14.00 (14 0 0 0),10188.0,$196.31,"$2,000,000","$2,000,000",,"14,681",1964.0,0,13.0,03/07/2023,34.065007,-117.743692,,13.0,1885.2,24507.600000000002,23282.22,279386.64,<50,1.18,10030.0,130390.0,12416.386666666667,148996.64,2000000,0.07449832,7.449832000000001,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23109164,469,INC,S,750  E 3RD ST ,POMONA,287.0,239.00 (239 0 0 0),179704.0,$831.37,"$149,400,000","$149,400,000",,"331,702",1987.0,0,280.0,03/07/2023,34.057183,-117.743014,,280.0,1804.74,505327.2,480060.83999999997,5760730.08,200+,0.91,7735.0,2165800.0,299577.50666666665,3594930.08,149400000,0.024062450334672022,2.406245033467202,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23109846,469,INC,S,1306   PACKARD DR ,POMONA,12.0,6.00 (6 0 0 0),5324.0,"$4,742.67","$25,250,000","$25,250,000",,"13,213",1964.0,0,6.0,03/07/2023,34.0469634,-117.7378164,,6.0,2047.23,12283.380000000001,11669.211000000001,140030.532,<50,1.18,10030.0,60180.0,6654.211,79850.532,25250000,0.0031623973069306935,0.3162397306930693,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23109920,469,INC,S,1936   ROYALTY DR ,POMONA,4.0,2.00 (2 0 0 0),2016.0,"$1,829.12","$3,687,500","$3,687,500",,"7,363",1963.0,0,2.0,03/07/2023,34.0793289,-117.7449912,,2.0,2147.0,4294.0,4079.2999999999997,48951.6,<50,1.18,10030.0,20060.0,2407.633333333333,28891.6,3687500,0.007835010169491525,0.7835010169491525,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23110637,469,INC,S,252  W WILLOW ST ,POMONA,4.0,2.00 (2 0 0 0),1576.0,$456.85,"$720,000","$720,000",,"8,022",1946.0,0,2.0,03/07/2023,34.0803391,-117.756246,,2.0,2075.32,4150.64,3943.108,47317.296,<50,1.18,10030.0,20060.0,2271.4413333333337,27257.296000000002,720000,0.037857355555555555,3.7857355555555556,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23111103,469,INC,S,1542   HOLLY WAY ,POMONA,8.0,4.00 (4 0 0 0),4400.0,"$1,709.09","$7,520,000","$7,520,000",,"9,833",1964.0,0,4.0,03/07/2023,34.043794,-117.7347996,,4.0,2090.44,8361.76,7943.672,95324.064,<50,1.18,10030.0,40120.0,4600.3386666666665,55204.064,7520000,0.007340965957446808,0.7340965957446808,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23111854,469,INC,S,1925   ROYALTY DR #27,POMONA,4.0,4.00 (4 0 0 0),1976.0,"$1,866.14","$3,687,500","$3,687,500",,"7,372",1963.0,0,2.0,03/07/2023,34.0792865,-117.7452293,,2.0,2122.58,4245.16,4032.9019999999996,48394.82399999999,<50,1.18,10030.0,20060.0,2361.2353333333326,28334.823999999993,3687500,0.007684020067796608,0.7684020067796609,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23112265,469,INC,S,1506   HOLLY WAY ,POMONA,8.0,4.00 (4 0 0 0),4400.0,"$1,709.09","$7,520,000","$7,520,000",,"11,280",1964.0,0,4.0,03/07/2023,34.044352,-117.7348128,,4.0,2084.8,8339.2,7922.240000000001,95066.88,<50,1.18,10030.0,40120.0,4578.906666666667,54946.880000000005,7520000,0.007306765957446809,0.7306765957446809,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23112308,469,INC,S,795  N PARK AVE ,POMONA,7.0,4.00 (4 0 0 0),3153.0,$158.58,"$500,000","$500,000",,"13,016",1910.0,0,4.0,03/07/2023,34.0658194,-117.7548912,,4.0,1881.78,7527.12,7150.763999999999,85809.16799999999,<50,1.18,10030.0,40120.0,3807.4306666666657,45689.16799999999,500000,0.09137833599999998,9.137833599999997,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23112975,469,INC,S,938  E GRAND AVE ,POMONA,6.0,3.00 (3 0 0 0),2662.0,"$9,485.35","$25,250,000","$25,250,000",,"7,781",1964.0,0,3.0,03/07/2023,34.0480453,-117.7379122,,3.0,2110.69,6332.07,6015.4664999999995,72185.598,<50,1.18,10030.0,30090.0,3507.9665,42095.598,25250000,0.001667152396039604,0.1667152396039604,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23113386,487,INC,S,765   BAYLOR AVE ,CLAREMONT,, (0 0 0 0),7624.0,$695.17,"$5,300,000","$5,300,000",,"24,582",1955.0,0,11.0,03/07/2023,34.0974468,-117.7279959,,11.0,2104.66,23151.26,21993.696999999996,263924.36399999994,<50,1.18,10030.0,110330.0,12799.530333333329,153594.36399999994,5300000,0.028980068679245272,2.8980068679245274,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23114037,469,INC,S,696   WISCONSIN ST ,POMONA,6.0,5.00 (5 0 0 0),3177.0,$629.52,"$2,000,000","$2,000,000",,"7,062",1960.0,0,5.0,03/07/2023,34.0644889,-117.7562818,,5.0,1739.63,8698.150000000001,8263.2425,99158.91,<50,1.18,10030.0,50150.0,4084.075833333334,49008.91,2000000,0.024504455,2.4504455000000003,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23114386,469,INC,S,559   LINCOLN AVE ,POMONA,7.0,5.00 (5 0 0 0),3164.0,$211.76,"$670,000","$670,000",,"14,572",1923.0,0,4.0,03/07/2023,34.0707878,-117.7424951,,4.0,1898.16,7592.64,7213.008,86556.09599999999,<50,1.18,10030.0,40120.0,3869.674666666666,46436.09599999999,670000,0.06930760597014923,6.930760597014923,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23114539,469,INC,S,903   PAINTER CT ,POMONA,18.0,9.00 (9 0 0 0),7734.0,"$3,264.80","$25,250,000","$25,250,000",,"19,196",1964.0,0,9.0,03/07/2023,34.0463713,-117.738371,,9.0,2005.49,18049.41,17146.9395,205763.274,<50,1.18,10030.0,90270.0,9624.4395,115493.274,25250000,0.004573991049504951,0.4573991049504951,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23114619,469,INC,S,1333   PACKARD DR ,POMONA,18.0,9.00 (9 0 0 0),7860.0,"$3,212.47","$25,250,000","$25,250,000",,"19,185",1964.0,0,9.0,03/07/2023,34.0472848,-117.7386028,,9.0,2017.37,18156.329999999998,17248.513499999997,206982.16199999995,<50,1.18,10030.0,90270.0,9726.013499999995,116712.16199999995,25250000,0.004622263841584156,0.4622263841584156,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
,,COMP23114883,469,INC,S,2385   CHANSLOR ST ,POMONA,8.0,5.00 (5 0 0 0),3916.0,$197.91,"$775,000","$775,000",,"7,434",1964.0,0,4.0,03/07/2023,34.0280653,-117.7453532,,4.0,2134.28,8537.12,8110.264,97323.168,<50,1.18,10030.0,40120.0,4766.930666666667,57203.168000000005,775000,0.07381053935483872,7.381053935483872,0.05,8500.0,IE metro per-unit OPEX baseline with size scaling; no city adjustment.
