"Open Houses","Change Date","Change Type","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","12/16/2023","Leased","13","AR23220350MR","1543","LSE","LD","332  N Placer Privado  ","ONTARIO","3","3.00 (2 0 1 0)","1,900","$1.53","$2,900","$2,900","","","2005","9"
"","01/09/2024","Leased","18","AR23220371MR","1543","LSE","LD","758   Corvette DR #C","ONTARIO","2","2.00 (1 0 1 0)","4,118","$0.53","$2,200","$2,200","","9,756","1990","35"
"","01/13/2024","Leased","17","AR23220394MR","1543","LSE","LD","751   Corvette DR #4","ONTARIO","3","2.00 (1 0 1 0)","4,003","$0.64","$2,580","$2,580","","9,956","1987","29"
"","02/02/2024","Leased","39","AR23221150MR","487","LSE","LD","403   San Francisco CT ","CLAREMONT","4","3.00 (2 0 1 0)","1,770","$2.15","$3,800","$3,800","","31,974","2014","41"
"","03/29/2024","Leased","14","AR24005076MR","1543","LSE","LD","1945  E Olive ST ","ONTARIO","3","2.00 (2 0 0 0)","1,227","$2.20","$2,700","$2,700","$290.00","1,645","1984","66"
"","02/13/2024","Leased","13","AR24005376MR","1627","LSE","LD","10581   Cannon DR ","RANCHO CUCAMONGA","4","3.00 (3 0 0 0)","1,600","$2.25","$3,600","$3,600","","800","2020","22"
"","05/14/2024","Leased","13","AR24028568MR","1455","LSE","LD","8858   Maple  #E","MONTCLAIR","2","3.00 (2 0 1 0)","1,227","$2.20","$2,700","$2,600","","1,227","2015","67"
"","03/02/2024","Leased","14","AR24035665MR","1543","LSE","LD","1045  W Francis ST #D","ONTARIO","3","2.00 (2 0 0 0)","1,008","$2.18","$2,200","$2,350","$339.00","1,008","1983","6"
"","03/10/2024","Leased","7","AR24043836MR","469","LSE","LD","1420   Cobblestone LN ","POMONA","3","3.00 (3 0 0 0)","1,616","$1.70","$2,750","$2,750","","18,228","2009","4"
"","06/04/2024","Leased","26","AR24055044MR","1795","LSE","LD","584   Orlando CT ","UPLAND","2","2.00 (2 0 0 0)","923","$2.82","$2,600","$2,600","","539","2015","57"
"","07/01/2024","Leased","75","AR24059043MR","487","LSE","LD","629  S College AVE ","CLAREMONT","4","3.00 (1 1 1 0)","1,343","$2.38","$3,200","$3,200","","206,455","1981","23"
"","05/10/2024","Leased","12","AR24062336MR","1627","LSE","LD","7325   Belpine PL #26","RANCHO CUCAMONGA","3","3.00 (2 0 1 0)","1,224","$2.37","$2,900","$2,900","","1,300","1989","38"
"","05/29/2024","Leased","9","AR24073837MR","1543","LSE","LD","1053   W Francis St ","ONTARIO","1","1.00 (1 0 0 0)","546","$3.11","$1,700","$1,700","","","1982","34"
"","05/06/2024","Leased","43","AR24078705MR","1795","LSE","LD","741   Sawyer PL ","UPLAND","3","4.00 (2 1 1 0)","1,832","$1.80","$3,300","$3,300","","2,000","2017","12"
"","06/01/2024","Leased","11","AR24086793MR","469","LSE","LD","2863   Apple CT ","POMONA","3","4.00 (3 0 1 0)","1,850","$1.68","$3,100","$3,000","","31,021","2018","8"
"","06/07/2024","Leased","11","AR24113798MR","469","LSE","LD","2863   Apple CT ","POMONA","3","4.00 (3 0 1 0)","1,850","$1.68","$3,100","$3,000","","31,021","2018","0"
"","01/16/2024","Leased","17","CV23006208MR","1627","LSE","LD","11068   Cabana DR ","RANCHO CUCAMONGA","3","2.00 (1 1 0 0)","1,371","$2.26","$3,100","$3,100","","1,371","2022","367"
"","04/19/2023","Leased","16","CV23006642MR","1795","LSE","LD","273   Alpine Street #E","UPLAND","2","2.00 (2 0 0 0)","1,053","$1.80","$1,900","$1,900","$0.00","15,000","1960","77"
"","04/20/2023","Leased","14","CV23019362MR","487","LSE","LD","521   Wayland CT ","CLAREMONT","2","3.00 (2 0 1 0)","1,499","$1.87","$2,800","$2,800","","1,516","1981","59"
"","05/30/2023","Leased","10","CV23024832MR","1795","LSE","LD","1051   Springfield ST #A","UPLAND","3","2.00 (2 0 0 0)","1,200","$2.08","$2,500","$2,500","$0.00","7,800","1966","101"
"","05/02/2023","Leased","19","CV23034731MR","487","LSE","LD","690   Huron DR ","CLAREMONT","3","3.00 (3 0 0 0)","1,685","$1.89","$3,190","$3,190","$0.00","43,357","2014","31"
"","05/15/2023","Leased","25","CV23040452MR","487","LSE","LD","143   Magnolia Ct ","CLAREMONT","3","3.00 (3 0 0 0)","1,862","$1.99","$3,700","$3,500","","0","2023","64"
"","05/02/2023","Leased","18","CV23040531MR","487","LSE","LD","757   Baylor AVE ","CLAREMONT","1","1.00 (1 0 0 0)","624","$3.21","$2,000","$2,000","$0.00","12,448","1954","36"
"","05/18/2023","Leased","9","CV23043749MR","1543","LSE","LD","1198  S San Antonio AVE #23","ONTARIO","2","1.00 (1 0 0 0)","749","$2.53","$1,895","$1,895","$0.00","51,401","1986","63"
"","05/24/2023","Leased","8","CV23044921MR","469","LSE","LD","1062   Huntington BLVD #4","POMONA","1","1.00 (1 0 0 0)","650","$2.62","$1,700","$1,700","$0.00","11,556","1952","59"
"","04/24/2023","Leased","11","CV23046553MR","1543","LSE","LD","427  S Fern AVE ","ONTARIO","2","1.00 (1 0 0 0)","750","$2.37","$1,775","$1,775","$0.00","7,081","1963","11"
"","05/08/2023","Leased","14","CV23048145MR","1543","LSE","LD","324   Park ST ","ONTARIO","2","1.00 (1 0 0 0)","750","$2.37","$1,775","$1,775","$0.00","7,081","1963","18"
"","04/28/2023","Leased","48","CV23048244MR","487","LSE","LD","554   Boulder CIR ","CLAREMONT","3","4.00 (4 0 0 0)","1,760","$1.88","$3,300","$3,300","","19,276","2020","32"
"","04/21/2023","Leased","13","CV23049992MR","1543","LSE","LD","1134  W Stoneridge CT #C","ONTARIO","2","1.00 (1 0 0 0)","1,175","$1.70","$2,000","$2,000","$0.00","9,000","1978","17"
"","11/06/2023","Leased","25","CV23053245MR","487","LSE","LD","501  W Foothill BLVD #107","CLAREMONT","3","3.00 (2 0 1 0)","1,849","$2.03","$3,750","$3,750","$0.00","78,994","2023","216"
"","05/08/2023","Leased","15","CV23053254MR","487","LSE","LD","922  E Baseline RD ","CLAREMONT","3","3.00 (3 0 0 0)","1,360","$2.57","$3,500","$3,300","$234.00","28,655","2015","35"
"","06/27/2023","Leased","21","CV23053287MR","487","LSE","LD","501  W Foothill BLVD #108","CLAREMONT","3","3.00 (2 0 1 0)","1,577","$2.05","$3,240","$3,240","$0.00","78,994","2023","80"
"","07/17/2023","Leased","22","CV23053316MR","487","LSE","LD","501  W Foothill BLVD #109","CLAREMONT","3","3.00 (2 0 1 0)","1,867","$2.05","$3,830","$3,830","$0.00","78,994","2023","107"
"","06/26/2023","Leased","21","CV23053347MR","487","LSE","LD","501  W Foothill BLVD #110","CLAREMONT","3","3.00 (2 0 1 0)","1,849","$2.03","$3,750","$3,750","","78,994","2023","83"
"","06/20/2023","Leased","22","CV23053362MR","487","LSE","LD","501  W Foothill BLVD #111","CLAREMONT","3","3.00 (2 0 1 0)","1,577","$2.05","$3,240","$3,240","","78,994","2023","80"
"","01/16/2024","Leased","21","CV23053384MR","487","LSE","LD","501  W Foothill BLVD #112","CLAREMONT","4","4.00 (3 0 1 0)","2,287","$1.79","$4,100","$4,100","","78,994","2023","286"
"","08/19/2023","Leased","21","CV23053442MR","487","LSE","LD","501  W Foothill BLVD #113","CLAREMONT","4","4.00 (3 0 1 0)","2,287","$1.79","$4,100","$4,100","","78,994","2023","139"
"","09/06/2023","Leased","33","CV23053460MR","487","LSE","LD","501  W Foothill BLVD #114","CLAREMONT","4","4.00 (3 0 1 0)","2,294","$1.83","$4,200","$4,200","$0.00","78,994","2023","144"
"","11/04/2023","Leased","20","CV23053480MR","487","LSE","LD","501  W Foothill BLVD #115","CLAREMONT","4","4.00 (3 0 1 0)","2,716","$1.73","$4,690","$4,400","","78,994","2023","216"
"","05/19/2023","Leased","22","CV23053488MR","487","LSE","LD","501  W Foothill BLVD #201","CLAREMONT","3","2.00 (2 0 0 0)","1,531","$2.06","$3,150","$3,150","$0.00","78,994","2023","46"
"","05/18/2023","Leased","22","CV23053494MR","487","LSE","LD","501  W Foothill BLVD #206","CLAREMONT","3","2.00 (2 0 0 0)","1,531","$2.06","$3,150","$3,150","$0.00","78,994","2023","37"
"","04/26/2023","Leased","21","CV23053506MR","487","LSE","LD","501  W Foothill BLVD #306","CLAREMONT","3","2.00 (2 0 0 0)","1,502","$2.06","$3,100","$3,100","","78,994","2023","13"
"","04/30/2023","Leased","23","CV23053513MR","487","LSE","LD","501  W Foothill BLVD #100","CLAREMONT","3","2.00 (2 0 0 0)","1,531","$1.47","$2,248","$2,248","$0.00","78,994","2023","25"
"","04/26/2023","Leased","24","CV23053524MR","487","LSE","LD","501  W Foothill BLVD #101","CLAREMONT","3","2.00 (2 0 0 0)","1,291","$1.74","$2,248","$2,248","$0.00","78,994","2023","21"
"","04/30/2023","Leased","23","CV23053541MR","487","LSE","LD","501  W Foothill BLVD #102","CLAREMONT","3","2.00 (2 0 0 0)","1,190","$1.89","$2,248","$2,248","$0.00","78,994","2023","26"
"","05/16/2023","Leased","23","CV23053547MR","487","LSE","LD","501  W Foothill BLVD #103","CLAREMONT","3"," (0 0 0 0)","1,190","$1.89","$2,248","$2,248","$0.00","78,994","2023","26"
"","04/26/2023","Leased","23","CV23053554MR","487","LSE","LD","501  W Foothill BLVD #104","CLAREMONT","2","1.00 (1 0 0 0)","960","$2.10","$2,013","$2,013","$0.00","78,994","2023","24"
"","04/26/2023","Leased","23","CV23053568MR","487","LSE","LD","501  W Foothill BLVD #105","CLAREMONT","3","2.00 (2 0 0 0)","1,531","$1.47","$2,248","$2,248","$0.00","78,994","2023","23"
"","04/26/2023","Leased","23","CV23053603MR","487","LSE","LD","501  W Foothill BLVD #200","CLAREMONT","2","2.00 (2 0 0 0)","1,148","$1.75","$2,013","$2,248","$0.00","78,994","2023","21"
"","05/16/2023","Leased","23","CV23053609MR","487","LSE","LD","501  W Foothill BLVD #202","CLAREMONT","3","2.00 (2 0 0 0)","1,291","$1.74","$2,248","$2,248","$0.00","78,994","2023","25"
"","05/18/2023","Leased","23","CV23053612MR","487","LSE","LD","501  W Foothill BLVD #203","CLAREMONT","3","2.00 (2 0 0 0)","1,157","$1.94","$2,248","$2,248","$0.00","78,994","2023","38"
"","05/08/2023","Leased","23","CV23053618MR","487","LSE","LD","501  W Foothill BLVD #204","CLAREMONT","2","2.00 (2 0 0 0)","1,157","$1.94","$2,248","$2,248","$0.00","78,994","2023","26"
"","04/30/2023","Leased","23","CV23053624MR","487","LSE","LD","501  W Foothill BLVD #205","CLAREMONT","2","1.00 (1 0 0 0)","960","$2.10","$2,013","$2,013","$0.00","78,994","2023","25"
"","04/26/2023","Leased","23","CV23053628MR","487","LSE","LD","501  W Foothill BLVD #300","CLAREMONT","2","2.00 (2 0 0 0)","1,145","$1.76","$2,013","$2,013","$0.00","78,994","2023","25"
"","04/26/2023","Leased","23","CV23053629MR","487","LSE","LD","501  W Foothill BLVD #302","CLAREMONT","3","2.00 (2 0 0 0)","1,291","$1.74","$2,248","$2,248","$0.00","78,994","2023","23"
"","04/26/2023","Leased","23","CV23053631MR","487","LSE","LD","501  W Foothill BLVD #303","CLAREMONT","3","2.00 (2 0 0 0)","1,157","$1.94","$2,248","$2,248","","78,994","2023","21"
"","04/26/2023","Leased","23","CV23053633MR","487","LSE","LD","505  W Foothill BLVD #304","CLAREMONT","3","2.00 (2 0 0 0)","1,157","$1.94","$2,248","$2,248","$0.00","78,994","2023","22"
"","04/26/2023","Leased","23","CV23053635MR","487","LSE","LD","501  W Foothill BLVD #305","CLAREMONT","2","1.00 (1 0 0 0)","960","$2.10","$2,013","$2,013","$0.00","78,994","2023","23"
"","04/17/2023","Leased","58","CV23054040MR","1795","LSE","LD","2109   Crescent Moon  ","UPLAND","3","3.00 (2 0 1 0)","1,372","$2.19","$3,000","$3,100","","2,000","2023","13"
"","06/02/2023","Leased","26","CV23055083MR","487","LSE","LD","996   Newberry LN ","CLAREMONT","4","4.00 (2 0 2 0)","1,930","$1.71","$3,300","$3,300","","39,751","2020","57"
"","05/15/2023","Leased","15","CV23055763MR","1122","LSE","LD","11879   Ottawa PL #162","CHINO","2","3.00 (2 0 1 0)","1,336","$1.95","$2,600","$2,600","","1,336","1986","0"
"","05/27/2023","Leased","40","CV23055811MR","1627","LSE","LD","11450   Church ST #12","RANCHO CUCAMONGA","2","2.00 (2 0 0 0)","1,092","$2.38","$2,600","$2,600","","1,092","2004","29"
"","04/24/2023","Leased","14","CV23056128MR","1455","LSE","LD","4198   Via Viola  ","MONTCLAIR","4","4.00 (3 0 1 0)","2,303","$1.39","$3,200","$3,200","","1,715","2007","18"
"","05/03/2023","Leased","16","CV23057975MR","1543","LSE","LD","1008  N Turner AVE #261","ONTARIO","3","3.00 (2 0 1 0)","1,543","$1.88","$2,900","$2,900","","1,435","1997","25"
"","05/08/2023","Leased","1","CV23066965MR","487","LSE","LD","788   Huron PL ","CLAREMONT","3","3.00 (3 0 0 0)","2,000","$1.65","$3,300","$3,300","","43,357","2014","0"
"","05/03/2023","Leased","19","CV23068983MR","1795","LSE","LD","133   Macintosh WAY ","UPLAND","2","3.00 (2 0 1 0)","1,149","$2.43","$2,795","$2,795","","567","2017","9"
"","07/18/2023","Leased","10","CV23069215MR","1795","LSE","LD","273   Alpine Street #M","UPLAND","1","1.00 (1 0 0 0)","600","$2.42","$1,450","$1,450","$0.00","15,000","1960","63"
"","04/30/2023","Leased","17","CV23070602MR","1627","LSE","LD","7344   Greenhaven AVE #U23","RANCHO CUCAMONGA","3","3.00 (3 0 0 0)","1,403","$1.92","$2,700","$2,800","$198.00","2,657","1990","4"
"","07/03/2023","Leased","10","CV23074082MR","1543","LSE","LD","1134   W Philadelphia  ","ONTARIO","2","1.00 (1 0 0 0)","918","$2.61","$2,400","$2,400","","0","1973","4"
"","05/21/2023","Leased","27","CV23074492MR","1627","LSE","LD","7643   Haven AVE #C","RANCHO CUCAMONGA","3","3.00 (2 0 1 0)","1,390","$2.16","$3,000","$3,000","","2,000","1991","19"
"","06/26/2023","Leased","37","CV23077381MR","1795","LSE","LD","121   Wiseman WAY #A","UPLAND","3","2.00 (1 0 1 0)","1,175","$2.13","$2,500","$2,500","$0.00","11,933","1985","38"
"","05/25/2023","Leased","30","CV23078399MR","1627","LSE","LD","8591   Salina ST ","RANCHO CUCAMONGA","2","1.00 (1 0 0 0)","785","$3.18","$2,495","$2,850","","2,000","1986","12"
"","05/26/2023","Leased","1","CV23079139MR","1627","LSE","LD","8167   Vineyard AVE #90","RANCHO CUCAMONGA","2","3.00 (2 0 1 0)","1,086","$2.21","$2,400","$2,400","","1,086","1985","18"
"","06/19/2023","Leased","17","CV23079489MR","469","LSE","LD","2536   Yorkshire WAY ","POMONA","2","2.00 (2 0 0 0)","1,225","$1.76","$2,150","$2,150","$0.00","9,092","1964","41"
"","05/20/2023","Leased","49","CV23081213MR","469","LSE","LD","2772   Crimson WAY ","POMONA","3","4.00 (3 0 1 0)","1,668","$1.71","$2,850","$2,900","","","2016","6"
"","06/10/2023","Leased","18","CV23081752MR","1455","LSE","LD","9404   Round Up DR #D","MONTCLAIR","2","2.00 (1 0 1 0)","1,152","$2.00","$2,300","$2,300","","1,152","1980","16"
"","06/10/2023","Leased","6","CV23085055MR","1795","LSE","LD","888   Palm Ave #1","UPLAND","1","1.00 (1 0 0 0)","400","$3.63","$1,450","$1,450","$0.00","400","1962","24"
"","05/28/2023","Leased","38","CV23086144MR","1627","LSE","LD","10151   Arrow  #81","RANCHO CUCAMONGA","1","1.00 (1 0 0 0)","708","$2.61","$1,850","$1,850","","708","1986","7"
"","06/08/2023","Leased","11","CV23086518MR","1627","LSE","LD","7306   Stonehaven PL ","RANCHO CUCAMONGA","3","2.00 (2 0 0 0)","1,239","$2.34","$2,900","$3,000","$235.00","1,640","1994","15"
"","06/05/2023","Leased","9","CV23086614MR","1543","LSE","LD","1198  S San Antonio AVE #24","ONTARIO","2","1.00 (1 0 0 0)","749","$2.53","$1,895","$1,895","$0.00","51,401","1986","17"
"","05/31/2023","Leased","3","CV23087296MR","487","LSE","LD","869   Connors CT ","CLAREMONT","2","3.00 (3 0 0 0)","1,668","$1.71","$2,850","$2,850","$381.00","","1987","3"
"","06/06/2023","Leased","9","CV23087875MR","1795","LSE","LD","273   Alpine St #M","UPLAND","1","1.00 (1 0 0 0)","500","$3.20","$1,600","$1,650","$0.00","500","1960","18"
"","05/31/2023","Leased","35","CV23088420MR","1627","LSE","LD","8367   Sunset Trail PL #C","RANCHO CUCAMONGA","2","3.00 (2 0 1 0)","1,110","$2.39","$2,650","$2,650","","1,110","1987","9"
"","08/23/2023","Leased","17","CV23091166MR","469","LSE","LD","590   San Francisco  ","POMONA","2","1.00 (1 0 0 0)","900","$2","$1,800","$1,800","$0.00","900","1911","76"
"","06/22/2023","Leased","13","CV23091186MR","1795","LSE","LD","237   Grayson WAY ","UPLAND","2","1.00 (1 0 0 0)","900","$2.22","$2,000","$2,000","$0.00","900","1984","17"
"","06/03/2023","Leased","27","CV23091931MR","1543","LSE","LD","908  N Turner AVE #42","ONTARIO","2","2.00 (2 0 0 0)","1,382","$1.81","$2,500","$2,500","","1,492","1991","8"
"","08/29/2023","Leased","11","CV23095147MR","1795","LSE","LD","1517   Upland Hills DR ","UPLAND","2","2.00 (2 0 0 0)","2,125","$1.36","$2,900","$2,900","","2,125","2000","12"
"","06/08/2023","Leased","39","CV23097980MR","469","LSE","LD","960  E Bonita AVE #5","POMONA","1","1.00 (1 0 0 0)","535","$3.22","$1,725","$1,800","$0.00","354,884","1979","3"
"","07/31/2023","Leased","35","CV23098139MR","487","LSE","LD","555   Wayland Court  ","CLAREMONT","2","3.00 (2 0 1 0)","1,499","$2.13","$3,200","$3,200","","","1981","48"
"","09/16/2023","Leased","28","CV23098614MR","469","LSE","LD","793   BANYAN WAY ","POMONA","3","4.00 (2 0 2 0)","1,818","$1.71","$3,100","$3,200","$132.00","27,390","2018","62"
"","06/15/2023","Leased","18","CV23098896MR","487","LSE","LD","115   Cornell AVE ","CLAREMONT","3","4.00 (2 1 1 0)","1,430","$2.45","$3,500","$3,600","$375.00","36,472","2006","4"
"","07/07/2023","Leased","17","CV23100530MR","469","LSE","LD","960  E Bonita AVE #2","POMONA","1","1.00 (1 0 0 0)","680","$2.72","$1,850","$1,750","","354,884","1979","26"
"","06/21/2023","Leased","25","CV23101726MR","1627","LSE","LD","11450   Church ST #139","RANCHO CUCAMONGA","2","2.00 (2 0 0 0)","1,092","$2.38","$2,600","$2,600","","0","2004","13"
"","08/10/2023","Leased","29","CV23104295MR","1627","LSE","LD","9442   Jack Rabbit DR #102","RANCHO CUCAMONGA","3","2.00 (2 0 0 0)","1,357","$1.99","$2,700","$2,700","","1,100","2007","58"
"","07/05/2023","Leased","24","CV23107617MR","1543","LSE","LD","1604  S Campus AVE #C","ONTARIO","2","2.00 (1 0 1 0)","1,189","$1.93","$2,300","$2,300","$0.00","1,189","1989","9"
"","07/31/2023","Leased","17","CV23109284MR","487","LSE","LD","727   Lander  ","CLAREMONT","2","3.00 (0 2 1 0)","1,390","$2.14","$2,975","$2,975","","","1987","17"
"","07/03/2023","Leased","5","CV23109792MR","1543","LSE","LD","1200  S San Antonio AVE #10","ONTARIO","2","2.00 (2 0 0 0)","872","$1.95","$1,700","$1,700","$0.00","51,401","1986","3"
"","07/10/2023","Leased","4","CV23109841MR","1543","LSE","LD","1353   Alvarado St ","ONTARIO","1","1.00 (1 0 0 0)","500","$3.20","$1,600","$1,600","$0.00","500","1971","18"
"","08/12/2023","Leased","1","CV23111147MR","1543","LSE","LD","605  W D ST ","ONTARIO","1","1.00 (1 0 0 0)","831","$2.51","$2,085","$8,122,023","$0.00","1,000","1959","50"
"","07/30/2023","Leased","17","CV23112850MR","469","LSE","LD","846   Pommelo WAY ","POMONA","4","4.00 (3 0 1 0)","2,110","$1.56","$3,300","$3,300","","24,973","2017","17"
"","07/20/2023","Leased","70","CV23113614MR","1627","LSE","LD","8022   Valle Vista DR ","RANCHO CUCAMONGA","3","3.00 (3 0 0 0)","1,878","$1.65","$3,100","$3,100","","1,878","1977","19"
"","08/07/2023","Leased","12","CV23114394MR","1627","LSE","LD","8309   Vineyard AVE #5","RANCHO CUCAMONGA","1","1.00 (1 0 0 0)","882","$1.47","$1,300","$1,300","","900","1988","38"
"","07/26/2023","Leased","13","CV23116740MR","469","LSE","LD","1428   Cobblestone LN ","POMONA","3","3.00 (2 0 1 0)","1,493","$1.77","$2,650","$1,650","","18,206","2009","27"
"","08/07/2023","Leased","20","CV23116789MR","1795","LSE","LD","968  W Arrow  #E","UPLAND","2","3.00 (2 0 1 0)","1,120","$2.32","$2,600","$2,600","","1,200","1984","35"
"","08/18/2023","Leased","27","CV23118297MR","469","LSE","LD","2410  N Towne AVE #20","POMONA","2","2.00 (2 0 0 0)","1,022","$2.15","$2,200","$2,200","","202,945","1987","9"
"","08/07/2023","Leased","9","CV23119201MR","1627","LSE","LD","11237   Terra Vista  #63","RANCHO CUCAMONGA","2","2.00 (2 0 0 0)","829","$2.65","$2,200","$2,200","","3,572","1994","23"
"","08/07/2023","Leased","19","CV23119407MR","487","LSE","LD","765   Baylor AVE ","CLAREMONT","2","1.00 (1 0 0 0)","735","$3.27","$2,400","$2,400","$0.00","735","1954","23"
"","07/29/2023","Leased","24","CV23121457MR","1122","LSE","LD","5497   Choctaw CT #23","CHINO","2","3.00 (2 0 1 0)","1,336","$1.87","$2,500","$2,500","","1,100","1984","20"
"","08/23/2023","Leased","12","CV23123405MR","469","LSE","LD","1062  N Huntington BLVD #3","POMONA","1","1.00 (1 0 0 0)","450","$3.89","$1,750","$1,750","$0.00","730","1952","29"
"","08/15/2023","Leased","17","CV23123462MR","1627","LSE","LD","7353   Ellena  #184","RANCHO CUCAMONGA","3","3.00 (2 0 1 0)","1,696","$1.71","$2,900","$2,900","","1,009","2003","18"
"","09/02/2023","Leased","18","CV23129505MR","1627","LSE","LD","8432   Autumn Leaf DR ","RANCHO CUCAMONGA","3","3.00 (2 0 1 0)","1,601","$1.62","$2,600","$2,600","","2,000","1983","34"
"","08/31/2023","Leased","29","CV23132441MR","1543","LSE","LD","1614  S Campus AVE #A","ONTARIO","3","2.00 (1 0 1 0)","1,160","$2.07","$2,400","$2,400","$0.00","1,160","1989","25"
"","08/23/2023","Leased","13","CV23136337MR","487","LSE","LD","759   Baylor AVE ","CLAREMONT","1","1.00 (1 0 0 0)","624","$3.04","$1,900","$1,900","$0.00","624","1954","16"
"","08/30/2023","Leased","27","CV23140148MR","469","LSE","LD","3728   Live Oak DR ","POMONA","2","3.00 (1 1 1 0)","1,370","$1.86","$2,550","$2,550","","2,632","1983","16"
"","08/17/2023","Leased","9","CV23142379MR","1795","LSE","LD","1410   Springfield ST #D","UPLAND","2","1.00 (1 0 0 0)","1,000","$1.90","$1,900","$1,900","","7,800","1965","13"
"","09/15/2023","Leased","17","CV23142474MR","469","LSE","LD","960  E Bonita AVE #116","POMONA","1","1.00 (1 0 0 0)","680","$2.57","$1,750","$1,750","$0.00","354,884","1979","7"
"","08/09/2023","Leased","26","CV23143252MR","1627","LSE","LD","7607   Haven AVE #18","RANCHO CUCAMONGA","3","3.00 (2 0 1 0)","1,390","$2.01","$2,800","$2,800","","2,000","1991","3"
"","10/13/2023","Leased","9","CV23144210MR","1543","LSE","LD","1198  S San Antonio AVE #21","ONTARIO","2","1.00 (1 0 0 0)","749","$2.53","$1,895","$1,895","$0.00","51,401","1986","42"
"","10/13/2023","Leased","5","CV23146591MR","1543","LSE","LD","1200  S San Antonio AVE #13","ONTARIO","2","2.00 (2 0 0 0)","872","$1.95","$1,700","$1,700","$0.00","51,401","1986","21"
"","09/08/2023","Leased","12","CV23146967MR","1795","LSE","LD","1064  W Pine ST #B","UPLAND","1","1.00 (1 0 0 0)","622","$2.49","$1,550","$1,550","$0.00","622","1971","10"
"","08/24/2023","Leased","17","CV23147171MR","1795","LSE","LD","894   Mango CT ","UPLAND","3","3.00 (2 0 1 0)","1,420","$2.32","$3,300","$3,300","$193.00","975","2019","16"
"","09/08/2023","Leased","19","CV23148612MR","1795","LSE","LD","888  N Palm AVE #12","UPLAND","3","2.00 (2 0 0 0)","1,030","$2.18","$2,250","$2,250","$0.00","22,446","1962","14"
