"Open Houses","Change Date","Change Type","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","01/30/2024","Leased","15","EV24007339MR","1640","LSE","LD","1169   Cornell AVE #53","REDLANDS","2","2.00 (2 0 0 0)","1,040","$2.21","$2,300","$2,300","","3,630","1981","7"
"","02/22/2024","Leased","14","EV24016295MR","1382","LSE","LD","10924   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$2.15","$1,395","$1,395","$0.00","15,653","1950","25"
"","04/01/2024","Leased","18","EV24024213MR","1640","LSE","LD","534   Roosevelt RD #N","REDLANDS","2","1.00 (1 0 0 0)","700","$2.56","$1,795","$1,795","$0.00","68,824","1964","59"
"","05/13/2024","Leased","10","EV24032560MR","1382","LSE","LD","11129   Poplar  ","LOMA LINDA","2","1.00 (1 0 0 0)","3,830","$0.46","$1,750","$1,750","$0.00","8,085","1972","88"
"","06/13/2024","Leased","14","EV24036346MR","1640","LSE","LD","26200   Redlands BLVD #177","REDLANDS","2","2.00 (2 0 0 0)","994","$2.01","$2,000","$2,000","","3,268","1981","112"
"","03/08/2024","Leased","13","EV24037440MR","1431","LSE","LD","1365   Crafton AVE #1030","MENTONE","1","1.00 (1 0 0 0)","716","$2.23","$1,595","$1,595","","897","1991","11"
"","03/29/2024","Leased","9","EV24038718MR","1640","LSE","LD","26200   Redlands BLVD #1","REDLANDS","1","1.00 (1 0 0 0)","715","$2.17","$1,550","$1,550","$249.00","3,268","1981","22"
"","04/04/2024","Leased","13","EV24042846MR","1640","LSE","LD","122  S Buena Vista ST ","REDLANDS","2","2.00 (2 0 0 0)","600","$2.99","$1,795","$1,795","$0.00","6,950","1900","26"
"","04/01/2024","Leased","12","EV24045342MR","1382","LSE","LD","10926   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$1.99","$1,295","$1,295","$0.00","15,653","1950","24"
"","04/15/2024","Leased","13","EV24048656MR","1382","LSE","LD","25710   Sunrise WAY ","LOMA LINDA","2","2.00 (2 0 0 0)","1,319","$1.90","$2,500","$2,500","","1,319","1986","16"
"","06/18/2024","Leased","15","EV24049005MR","1640","LSE","LD","315  W Colton AVE #1/2","REDLANDS","1","1.00 (1 0 0 0)","560","$2.86","$1,600","$1,600","$0.00","5,400","1926","84"
"","04/12/2024","Leased","16","EV24050121MR","1382","LSE","LD","25248   Van Leuven St ","LOMA LINDA","2","1.00 (1 0 0 0)","970","$1.85","$1,795","$1,795","$0.00","5,535","1965","28"
"","07/10/2024","Leased","14","EV24055331MR","1640","LSE","LD","615  E Lugonia AVE #3","REDLANDS","3","3.00 (2 0 1 0)","1,268","$2.05","$2,600","$2,600","","1,268","1985","113"
"","04/22/2024","Leased","18","EV24065028MR","1640","LSE","LD","26200   Redlands BLVD #92","REDLANDS","1","1.00 (1 0 0 0)","715","$2.52","$1,800","$1,700","","3,268","1981","6"
"","05/21/2024","Leased","1","EV24065623MR","1640","LSE","LD","1438   Bella Vista Cres ","REDLANDS","3","2.00 (2 0 0 0)","1,617","$1.92","$3,100","$3,300","","","1978","24"
"","05/25/2024","Leased","25","EV24073959MR","1382","LSE","LD","25671   Lawton AVE ","LOMA LINDA","3","2.00 (2 0 0 0)","1,618","$1.79","$2,900","$2,900","","1,618","1984","24"
"","07/02/2024","Leased","23","EV24074939MR","1640","LSE","LD","143  E Cypress AVE ","REDLANDS","3","3.00 (2 0 1 0)","1,683","$1.72","$2,900","$2,900","","1,683","1965","58"
"","05/22/2024","Leased","16","EV24078762MR","1382","LSE","LD","10914   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$2.15","$1,395","$1,395","$0.00","15,653","1950","28"
"","07/02/2024","Leased","29","EV24082029MR","1640","LSE","LD","605  E Palm AVE ","REDLANDS","3","3.00 (2 0 1 0)","1,474","$1.83","$2,700","$2,700","","1,474","1973","34"
"","05/02/2024","Leased","13","EV24085942MR","1431","LSE","LD","1365   Crafton AVE #1005","MENTONE","1","1.00 (1 0 0 0)","716","$2.37","$1,700","$1,700","","897","1991","2"
"","05/04/2024","Leased","1","EV24088324MR","1382","LSE","LD","25807   Mission RD ","LOMA LINDA","2","2.00 (2 0 0 0)","1,032","$2.42","$2,500","$2,450","","1,050","1980","0"
"","05/29/2024","Leased","11","EV24091056MR","1640","LSE","LD","10  W Cypress AVE ","REDLANDS","1","1.00 (1 0 0 0)","650","$2.45","$1,595","$1,595","$0.00","9,280","1953","22"
"","05/24/2024","Leased","16","EV24092995MR","1640","LSE","LD","534   Roosevelt RD #K","REDLANDS","2","1.00 (1 0 0 0)","800","$2.37","$1,895","$1,895","$0.00","68,824","1960","12"
"","06/01/2024","Leased","13","EV24097876MR","1640","LSE","LD","26200   Redlands BLVD #153","REDLANDS","2","2.00 (2 0 0 0)","994","$2.31","$2,300","$2,300","","3,268","1981","15"
"","06/01/2024","Leased","15","EV24101443MR","1640","LSE","LD","690  E Cypress  ","REDLANDS","2","1.00 (1 0 0 0)","779","$2.31","$1,800","$1,800","$0.00","1,000","1952","9"
"","06/16/2024","Leased","1","EV24105189MR","1640","LSE","LD","2061  W Redlands BLVD #8D","REDLANDS","2","2.00 (2 0 0 0)","1,190","$2.10","$2,500","$2,500","","1,950","1980","1"
"","06/24/2024","Leased","15","EV24105398MR","1640","LSE","LD","534   Roosevelt RD ","REDLANDS","2","1.00 (1 0 0 0)","700","$2.71","$1,895","$1,895","$0.00","68,824","1960","17"
"","06/17/2024","Leased","23","EV24106231MR","1640","LSE","LD","1555   Orange AVE #605","REDLANDS","2","3.00 (2 0 1 0)","1,122","$2.23","$2,500","$2,500","","1,550","2006","12"
"","10/28/2024","Leased","12","EV24109849MR","1382","LSE","LD","1965   Coulston ST #6","LOMA LINDA","3","2.00 (1 1 0 0)","1,392","$1.80","$2,500","$2,500","","1,392","1981","63"
"","10/04/2024","Leased","20","EV24128423MR","1431","LSE","LD","1365   Crafton AVE #2003","MENTONE","3","2.00 (2 0 0 0)","944","$2.17","$2,050","$2,796","","1,104","1991","77"
"","08/13/2024","Leased","9","EV24143481MR","1382","LSE","LD","10928   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$2.30","$1,495","$1,495","$0.00","15,653","1950","27"
"","08/12/2024","Leased","16","EV24143522MR","1640","LSE","LD","534   Roosevelt RD ","REDLANDS","2","1.00 (1 0 0 0)","700","$2.64","$1,845","$1,845","$0.00","68,824","1964","21"
"","08/07/2024","Leased","9","EV24145538MR","1640","LSE","LD","26200   Redlands BLVD #129","REDLANDS","1","1.00 (1 0 0 0)","715","$2.31","$1,650","$1,650","","3,268","1981","22"
"","07/24/2024","Leased","9","EV24145580MR","1640","LSE","LD","2  E Cypress AVE #B","REDLANDS","1","1.00 (1 0 0 0)","600","$2.49","$1,495","$1,495","$0.00","11,725","1920","8"
"","07/24/2024","Leased","9","EV24146495MR","1382","LSE","LD","10932   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$2.30","$1,495","$1,495","$0.00","15,653","1950","7"
"","11/02/2024","Leased","17","EV24153009MR","1431","LSE","LD","1365   Crafton Ave #2018","MENTONE","3","2.00 (2 0 0 0)","944","$2.07","$1,950","$1,950","","1,104","1991","98"
"","09/10/2024","Leased","23","EV24157766MR","1382","LSE","LD","25631   Prospect AVE ","LOMA LINDA","3","3.00 (3 0 0 0)","1,320","$2.12","$2,800","$2,900","","1,500","2001","30"
"","08/28/2024","Leased","11","EV24167053MR","1431","LSE","LD","1342   Agate AVE ","MENTONE","2","1.00 (1 0 0 0)","700","$2.14","$1,495","$1,495","$0.00","28,000","1963","15"
"","10/09/2024","Leased","9","EV24167588MR","1382","LSE","LD","10930   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$1.99","$1,295","$1,295","$0.00","15,653","1950","57"
"","09/19/2024","Leased","12","EV24177882MR","1640","LSE","LD","534   Roosevelt RD ","REDLANDS","2","1.00 (1 0 0 0)","800","$2.37","$1,895","$1,895","$0.00","68,824","1964","15"
"","09/16/2024","Leased","14","EV24177908MR","1640","LSE","LD","1017   Lombard DR #A","REDLANDS","2","2.00 (2 0 0 0)","1,250","$1.40","$1,750","$1,750","$0.00","11,875","1965","17"
"","09/12/2024","Leased","15","EV24177952MR","1382","LSE","LD","25218   Lawton AVE ","LOMA LINDA","2","2.00 (2 0 0 0)","1,014","$2.66","$2,700","$2,700","","1,014","1975","16"
"","09/30/2024","Leased","9","EV24183613MR","1431","LSE","LD","1365   Crafton AVE #1084","MENTONE","1","1.00 (1 0 0 0)","716","$2.37","$1,700","$1,700","","897","1991","26"
"","10/07/2024","Leased","23","EV24192187MR","1640","LSE","LD","234  E Fern AVE ","REDLANDS","2","2.00 (2 0 0 0)","1,188","$1.76","$2,095","$2,095","","1,200","1980","17"
"","12/19/2024","Leased","15","EV24194421MR","1640","LSE","LD","131   Norwood ST ","REDLANDS","3","2.00 (2 0 0 0)","1,700","$1.32","$2,245","$2,245","$0.00","9,500","1906","91"
"","10/04/2024","Leased","15","EV24196316MR","1640","LSE","LD","120  W Olive AVE #4","REDLANDS","1","1.00 (1 0 0 0)","500","$3.19","$1,595","$1,595","$0.00","3,080","1940","6"
"","08/09/2024","Leased","14","HD24123119MR","1640","LSE","LD","906   Lombard DR #A","REDLANDS","2","2.00 (1 0 0 1)","900","$2.00","$1,797","$1,797","$0.00","12,100","1979","51"
"","03/06/2024","Leased","10","IG24003930MR","1382","LSE","LD","25276   Barton RD #1","LOMA LINDA","1","1.00 (1 0 0 0)","600","$2.42","$1,450","$1,400","$0.00","34,950","1963","57"
"","07/05/2024","Leased","4","IG24036765MR","1640","LSE","LD","95   Tennessee ST #E","REDLANDS","2","3.00 (2 0 1 0)","1,196","$2.09","$2,500","$2,500","","","1982","112"
"","04/09/2024","Leased","17","IG24036849MR","1382","LSE","LD","1965   Coulston ST #22","LOMA LINDA","2","1.00 (1 0 0 0)","936","$2.24","$2,100","$2,100","","936","1981","33"
"","03/25/2024","Leased","11","IG24045729MR","1382","LSE","LD","25276   Barton RD #9","LOMA LINDA","1","1.00 (1 0 0 0)","600","$2.42","$1,450","$1,450","$0.00","34,950","1963","7"
"","04/21/2024","Leased","12","IG24068079MR","1382","LSE","LD","25276   Barton RD #10","LOMA LINDA","1","1.00 (1 0 0 0)","600","$2.42","$1,450","$1,450","$0.00","34,950","1963","10"
"","05/08/2024","Leased","11","IG24074463MR","1382","LSE","LD","25276   Barton RD #4","LOMA LINDA","1","1.00 (1 0 0 0)","600","$2.42","$1,450","$1,450","$0.00","34,950","1963","23"
"","05/20/2024","Leased","3","IG24101594MR","1382","LSE","LD","25276   Barton RD #2","LOMA LINDA","1","1.00 (1 0 0 0)","600","$2.42","$1,450","$1,450","$0.00","34,950","1963","0"
"","08/06/2024","Leased","33","IG24126458MR","1382","LSE","LD","26149   Park AVE #40","LOMA LINDA","4","3.00 (3 0 0 0)","1,543","$2.14","$3,300","$3,300","","1,749","2023","30"
"","11/06/2024","Leased","16","IG24203610MR","1382","LSE","LD","11234   San Lucas DR ","LOMA LINDA","1","1.00 (1 0 0 0)","400","$3.13","$1,250","$1,250","$0.00","7,750","1928","36"
"","01/02/2025","Leased","29","IG24211859MR","1382","LSE","LD","25565   Prospect AVE ","LOMA LINDA","3","3.00 (3 0 0 0)","1,320","$1.97","$2,599","$2,599","","1,500","2001","56"
"","12/02/2024","Leased","8","IG24214594MR","1431","LSE","LD","1365   Crafton AVE #2015","MENTONE","2","1.00 (1 0 0 0)","716","$2.65","$1,900","$1,900","","897","1991","27"
"","11/14/2024","Leased","19","IG24223205MR","1640","LSE","LD","24   Grant ST #5","REDLANDS","1","1.00 (1 0 0 0)","550","$2.72","$1,495","$1,495","$0.00","8,000","1930","16"
"","12/20/2024","Leased","16","IG24237698MR","1640","LSE","LD","24  W Olive AVE #9","REDLANDS","1","1.00 (1 0 0 0)","700","$2.42","$1,695","$1,695","$0.00","10,200","1929","28"
"","01/04/2024","Leased","31","IV23205977MR","1382","LSE","LD","25762   Sunrise WAY ","LOMA LINDA","3","2.00 (2 0 0 0)","1,319","$1.97","$2,600","$2,600","$300.00","1,319","1986","59"
"","03/09/2024","Leased","1","IV23221924MR","1431","LSE","LD","1365   Crafton AVE #2116","MENTONE","3","2.00 (2 0 0 0)","716","$3.09","$2,210","$2,210","","897","1991","81"
"","04/01/2024","Leased","20","IV24057885MR","1382","LSE","LD","11120   Poplar ST #B","LOMA LINDA","2","1.00 (1 0 0 0)","960","$1.82","$1,745","$1,745","$0.00","9,500","1972","10"
"","04/26/2024","Leased","40","IV24058270MR","1382","LSE","LD","11424   Benton ST ","LOMA LINDA","2","2.00 (2 0 0 0)","1,014","$2.66","$2,700","$2,700","","1,014","1975","34"
"","05/24/2024","Leased","47","IV24084607MR","1382","LSE","LD","11424   Benton ST ","LOMA LINDA","2","2.00 (2 0 0 0)","1,014","$2.66","$2,700","$2,700","","1,014","1975","25"
"","06/25/2024","Leased","17","IV24110848MR","1640","LSE","LD","2061  W Redlands BLVD #5B","REDLANDS","3","3.00 (2 1 0 0)","1,444","$1.87","$2,700","$2,700","","1,625","1980","1"
"","08/02/2024","Leased","10","IV24130322MR","1640","LSE","LD","70   San Mateo  #8","REDLANDS","2","1.00 (1 0 0 0)","1,000","$2.00","$1,995","$1,995","$0.00","30,730","1961","31"
"","08/21/2024","Leased","10","IV24130334MR","1640","LSE","LD","70  N San Mateo  #4","REDLANDS","2","1.00 (1 0 0 0)","1,000","$1.90","$1,895","$1,895","$0.00","30,730","1961","57"
"","08/27/2024","Leased","8","IV24140772MR","1640","LSE","LD","224  W Olive AVE #4","REDLANDS","0","1.00 (1 0 0 0)","500","$2.89","$1,445","$1,895","$0.00","12,100","1910","36"
"","08/28/2024","Leased","14","IV24144038MR","1640","LSE","LD","1510   Orange AVE #806","REDLANDS","3","3.00 (2 0 1 0)","1,600","$1.81","$2,900","$2,900","","1,143","2011","20"
"","08/07/2024","Leased","12","IV24156723MR","1640","LSE","LD","1555   Orange AVE #601","REDLANDS","2","3.00 (2 0 1 0)","1,476","$1.90","$2,800","$2,800","","1,550","2006","8"
"","09/18/2024","Leased","7","IV24171965MR","1640","LSE","LD","224  W Olive AVE #6","REDLANDS","0","1.00 (1 0 0 0)","500","$2.89","$1,445","$1,445","$0.00","12,100","1910","30"
"","10/07/2024","Leased","20","IV24183660MR","1640","LSE","LD","2061  W Redlands BLVD #5A","REDLANDS","2","2.00 (2 0 0 0)","1,190","$2.10","$2,500","$2,300","","1,950","1980","33"
"","10/29/2024","Leased","24","IV24202275MR","1640","LSE","LD","1555   Orange AVE #1103","REDLANDS","3","3.00 (2 0 1 0)","1,314","$2.17","$2,850","$2,850","","1,550","2005","26"
"","11/08/2024","Leased","17","IV24221562MR","1382","LSE","LD","11265   San Lucas DR ","LOMA LINDA","2","1.00 (1 0 0 0)","750","$2.66","$1,995","$1,995","$0.00","1,111","1937","12"
"","11/30/2024","Leased","10","IV24221588MR","1382","LSE","LD","11269   San Lucas DR ","LOMA LINDA","1","1.00 (1 0 0 0)","500","$3.30","$1,650","$1,650","$0.00","1,111","1937","35"
"","03/13/2024","Leased","18","OC24032829MR","1640","LSE","LD","1218   Oxford DR ","REDLANDS","3","2.00 (2 0 0 0)","1,150","$2.04","$2,350","$2,250","$0.00","12,000","1985","22"
"","08/15/2024","Leased","1","OC24163535MR","1640","LSE","LD","1510   Orange AVE #1103","REDLANDS","3","3.00 (2 0 1 0)","1,600","$1.75","$2,800","$2,800","","1,141","2011","8"
"","01/15/2024","Leased","20","PW23197073MR","1666","LSE","LD","1520   Coulston ST #1","SAN BERNARDINO","2","2.00 (2 0 0 0)","864","$2.89","$2,500","$2,400","","1,680","1984","81"
"","10/21/2024","Leased","16","PW24179015MR","1640","LSE","LD","30  N Ash ST ","REDLANDS","2","2.00 (2 0 0 0)","17,205","$0.10","$1,795","$1,795","$0.00","22,260","1964","54"
"","08/06/2024","Leased","12","SB24104516MR","1382","LSE","LD","26149   Park AVE #6","LOMA LINDA","3","2.00 (2 0 0 0)","1,526","$1.97","$3,000","$2,000","","800","2022","73"
"","04/29/2024","Leased","29","TR24050621MR","1382","LSE","LD","11119   Poplar ST #C","LOMA LINDA","2","1.00 (1 0 0 0)","956","$2.20","$2,100","$2,100","$0.00","8,085","1971","44"
"","04/29/2024","Leased","30","TR24050637MR","1382","LSE","LD","11119   Poplar ST #A","LOMA LINDA","2","1.00 (1 0 0 0)","956","$2.20","$2,100","$2,100","$0.00","8,085","1971","44"
"","04/29/2024","Leased","28","TR24050642MR","1382","LSE","LD","11119   Poplar ST #B","LOMA LINDA","2","1.00 (1 0 0 0)","956","$2.20","$2,100","$2,100","$0.00","8,085","1971","44"
"","03/21/2024","Leased","30","TR24050659MR","1382","LSE","LD","11119   Poplar ST #D","LOMA LINDA","2","1.00 (1 0 0 0)","956","$2.20","$2,100","$2,100","$0.00","8,085","1971","5"
"","04/25/2024","Leased","21","TR24057413MR","1640","LSE","LD","1400   Church PL #1","REDLANDS","3","3.00 (2 0 1 0)","1,268","$1.97","$2,500","$2,500","","1,268","1986","22"
"","04/20/2024","Leased","6","WS24045109MR","1640","LSE","LD","93   Tennessee ST #B","REDLANDS","3","3.00 (1 1 1 0)","1,600","$1.81","$2,900","$2,900","$0.00","","1982","41"
